UserID,session_time_seconds,top_banner_image_click,last_minute_deals_click,best_sellers_click,christmas_menu_click,new_releases_click,product_image_click,frequently_bought _together_click,more_items_click,reviews_click,subscribe_save_click,one_time_checkout,add_to_basket,returning_user,purchased,repeat_purchaser
968a-av553add-968a-4795-b036-568696,10,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1
b1a6-av5592db-b1a6-4bb7-b098-762882,10,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0
1279-av5609ad-1279-41e3-b857-333893,10,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
75ad-av56746a-75ad-4500-abd7-633742,10,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
b879-av5av7d7-b879-b196-9630-823778,10,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
8b19-av51e97c-8b19-475a-b0ac-583970,10,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
c601-av57214a-c601-4avc-927b-762989,10,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
c71b-av572454-c71b-40a9-8507-822864,10,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
7285-av573av5-7285-4c72-9388-202742,10,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
9415-av5740d3-9415-4079-b3d1-137454,10,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
6a7d-av57426a-6a7d-4538-ac28-250998,10,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
36aa-av579b14-36aa-b19d-84b7-557628,10,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
d8c7-av57a355-d8c7-45b6-b656-15534,10,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
73a6-av57c493-73a6-42b4-9c94-80934,10,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
71c6-av57cb42-71c6-4936-b243-227894,10,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
19d7-av57daa6-19d7-42d7-a1ec-59405,10,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
962a-av57av45-962a-478d-86a2-839242,10,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
8abd-av581576-8abd-469b-96d9-665070,10,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0
0cc4-av58557d-0cc4-402b-a857-98674,10,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
dd04-av5856bc-dd04-4b93-9934-193723,10,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
d65b-av5875db-d65b-4794-8d81-624318,10,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
a7d1-av587b76-a7d1-49d6-8c0c-455314,10,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
1e77-av5891ac-1e77-4337-9765-745945,10,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0
7d6b-av58c435-7d6b-48a5-a09d-565285,10,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0
5aa8-av5938d0-5aa8-47aa-9bb3-79034,10,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
db07-av59773c-db07-4237-a9d2-678281,10,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
1dd5-av59a522-1dd5-4cc4-918c-290064,10,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
28c7-av59a714-28c7-477a-8710-653161,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3702-av59b496-3702-4890-a19c-896775,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7b09-av59b9a2-7b09-b196-bd24-810389,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6902-av59bba1-6902-4c26-b1ca-682145,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7059-av59c7c7-7059-4cb8-b65b-668535,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
384c-av596911-384c-4d16-b772-494927,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c8c5-av5a3541-c8c5-b1a5-b5c6-988705,10,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
7711-av5a5879-7711-4db7-84b0-884196,10,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
d1e2-av5a51ec-d1e2-41da-8642-91094,10,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0
6200-av5a7186-6200-4db7-baa1-104927,10,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
5ac9-av5b2147-5ac9-4823-a09c-736504,10,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
da0a-av5b225b-da0a-4b73-8295-155752,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
5071-av5b351e-5071-4296-aa37-160932,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
a916-av5b576d-a916-48c3-a7bd-146122,10,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0
83av-av5b7267-83av-498b-8c67-561761,10,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
5ac3-av5b7697-5ac3-4db1-9a42-360416,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
93b7-av5b7763-93b7-4a53-a958-633546,10,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
6118-av5b8433-6118-4a46-b314-929195,10,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
cbda-av5b9b0b-cbda-4067-99b9-683249,10,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3927-av5bb75b-3927-4959-8236-636108,10,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
77d1-av5b7750-77d1-4c59-a761-16187,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21d5-av5c0778-21d5-4c24-9936-475516,10,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
29a9-av5c24b6-29a9-4659-941e-418883,10,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
07c5-av5c6940-07c5-45c9-ab86-380627,10,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
d1cd-av5d0da1-d1cd-481b-93d7-779616,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
46aa-av5d1415-46aa-4d75-8688-666413,10,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
6456-av5d554d-6456-4b98-b678-892002,10,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
8737-av5d6a78-8737-4a37-a777-248500,10,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
858a-av5d1e4c-858a-4b9c-a95b-514756,10,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0
ab3d-av5d94a8-ab3d-4a41-9570-535423,10,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
dd6a-av5d9av1-dd6a-4847-83d8-260959,10,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
037d-av5db7cc-037d-47a9-9a1e-79316,10,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
0ac4-av5dbb6b-0ac4-4076-8149-437941,10,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
a777-av5db7c6-a777-4598-808c-128347,10,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
ca49-av572b91-ca49-4607-9b1b-87483,10,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
0d5c-av57b1bc-0d5c-41c0-9338-707617,10,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0
3764-av574884-3764-4536-877b-583722,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1ec5-av575655-1ec5-4257-8ddc-218114,10,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
d99d-av575796-d99d-4917-b36d-216014,10,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
b138-av5787b3-b138-4ab8-9c77-89263,10,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
7403-av5791da-7403-4215-b156-905076,10,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
7b71-av577b18-7b71-4728-90d5-949970,10,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0
8983-av560633-8983-41c8-a333-160243,10,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
4071-av5643c6-4071-4d30-87c0-649370,10,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1
4251-av568885-4251-4b22-8117-73219,10,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0
1cba-av56a805-1cba-4877-868c-74486,10,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
7653-av56a85a-7653-4d2d-b6d7-726424,10,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
b503-av60377b-b503-41ab-95c7-965233,10,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0
c7c7-av60ab16-c7c7-4517-a638-261317,10,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
7b1d-av60d2c6-7b1d-4065-863a-22391,10,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
bcc9-av60771e-bcc9-4750-9953-952143,10,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
89c0-av607c78-89c0-461d-9836-198562,10,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0
68b1-av606ad6-68b1-4636-8343-324076,10,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0
a776-av615d4b-a776-4511-9333-721540,10,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0
5d67-av617089-5d67-4087-a064-382040,10,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
9672-av617b73-9672-4db8-aad4-322323,10,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
11ac-av61873c-11ac-41ec-ad57-297546,10,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
2c07-av61bb49-2c07-4583-9619-552429,10,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
a5ac-av61b776-a5ac-407c-87a0-580700,10,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0
7785-av61d4a2-7785-4c31-a625-994303,10,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
5750-av61av97-5750-4a6d-a064-658741,10,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1
371e-av6208d5-371e-476b-a32a-766163,10,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
c6b7-av6216d3-c6b7-4c17-a212-390772,10,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
3277-av6257c8-3277-47d7-9636-115001,10,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
2dav-av626980-2dav-b14b-a1ec-7456,10,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
5304-av627477-5304-4881-9883-438131,10,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
8c26-av6283b7-8c26-4bc9-9846-229232,10,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
7b07-av62c684-7b07-47cc-a1e6-852772,10,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
1565-av631167-1565-40a9-8597-566955,10,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
d494-av632302-d494-4624-8c88-196512,10,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0
17b1-av6326dc-17b1-b160-b855-351315,10,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
93cc-av63307a-93cc-4809-8787-550815,10,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
8b7a-av63a0ab-8b7a-47da-bav3-856181,10,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0
b313-av63b874-b313-48d9-8ab7-981908,10,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
417a-av63c693-417a-4050-8347-197703,10,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1e15-av63dc60-1e15-427b-8a37-482541,10,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
5182-av641925-5182-474a-9482-689235,10,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
85b1-av641a7b-85b1-47a1-8av8-646254,10,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1
3d77-av6b11c3-3d77-42b8-a453-273460,10,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
ac11-av64b80a-ac11-b165-8c94-46820,10,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
d77c-av6557c6-d77c-b107-8736-744440,10,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
c00b-av6581c3-c00b-403d-a62c-27139,10,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
c3cd-av65ad65-c3cd-4982-a78d-903428,10,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
c176-av657001-c176-4723-9b8c-386715,10,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0
7436-av1e1270-7436-4a67-88a7-173609,10,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
b43b-av1e4c1c-b43b-404b-bb86-157394,10,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0
6723-av1e5546-6723-4510-977d-48195,10,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
9bd9-av1e5710-9bd9-42a6-9260-656030,10,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1
1e9d-av1ea068-1e9d-b10d-b758-889478,10,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0
b489-av1eb436-b489-404a-9av7-513988,10,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
c561-av1ebb75-c561-41e9-8836-192611,10,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0
194b-av1ebc06-194b-418d-b828-514631,10,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
3797-av1eb654-3797-42b6-8296-267743,10,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
2798-av1edc88-2798-4d39-8805-985842,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3584-av674774-3584-417b-aa89-356880,10,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0
7d86-av67a267-7d86-4d65-97d7-44810,10,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
37b1-av67abd6-37b1-4b56-a74b-410277,10,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
65ba-av67c377-65ba-49b1-b182-948406,10,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
23av-av67c7ac-23av-41ea-b378-43893,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7baa-av67601d-7baa-48d7-ad28-703569,10,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
a787-av67av09-a787-4965-a461-287595,10,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
42c6-av681031-42c6-4567-a738-369334,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0a97-av681a67-0a97-4b96-b083-329737,10,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
9134-av68c845-9134-46b4-83cc-968994,10,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
3c26-av68d16d-3c26-431c-801c-277701,10,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
03a3-av68dbab-03a3-4d96-81b6-701172,10,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
611e-av687067-611e-4851-bad2-364370,10,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
569a-av693470-569a-471d-9014-528812,10,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
dbc9-av699c70-dbc9-46d6-b236-439382,10,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
321e-av69dc89-321e-4d39-84a1-267573,10,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
2c42-av6a3237-2c42-4093-a032-556035,10,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
c11d-av6a5b6b-c11d-492a-8b96-891257,10,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
3469-av6a9590-3469-4875-9774-338206,10,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
aa82-av6a7651-aa82-4249-932b-920255,10,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0
b772-av6a7606-b772-411e-b18a-351854,10,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0
2270-av6a76b5-2270-4b01-9b03-127472,10,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
1790-av6b4598-1790-4083-b407-721520,10,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
1b3b-av6b6a58-1b3b-4670-bc67-162127,10,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
7768-av6b82b7-7768-4dbc-b0d7-966557,10,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
73db-av6b8a5d-73db-40a7-9428-670688,10,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
9622-av6b72bc-9622-4616-bcd9-249653,10,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
926b-av6b6176-926b-41e4-b726-509295,10,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
37c6-avav02bb-37c6-46ad-8317-645378,10,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0
caa1-avav1avd-caa1-b128-a94c-176412,10,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0
5612-avav296d-5612-467a-a932-44315,10,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
047b-avav3002-047b-4871-86d7-879783,10,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0
591b-avav7b06-591b-4735-b977-339039,10,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
2480-avavcb03-2480-4872-8c53-802419,10,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
64ab-av6d2c20-64ab-4284-b399-934727,10,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
d996-av6d1e8c-d996-4b83-a53a-813875,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
7585-av6dc708-7585-4179-a437-692482,10,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
1ccd-av673064-1ccd-49a6-b7b6-725872,10,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
777a-av674224-777a-b11c-817d-162899,10,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1
2596-av675b16-2596-4b1d-9b70-128455,10,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1
11eb-av678cbb-11eb-4db3-a43a-641566,10,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
2220-av1e1867-2220-42d1-86d8-630124,10,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0
ac36-av1e35ba-ac36-469d-ab58-604233,10,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
cc6a-av1e9b1c-cc6a-4c54-b308-608888,10,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
dba6-av1e9649-dba6-b12b-969b-325347,3,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
60da-av1ebbc4-60da-425b-86d7-282598,43,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
b790-av1e6a6d-b790-42d0-ab1d-232195,77,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
4037-av700808-4037-4648-a734-436375,5,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
7ab7-av703393-7ab7-b1av-821e-832290,66,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0
b791-av704067-b791-4234-9ca0-878868,77,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
37c6-av7042da-37c6-4618-bb1b-295501,2,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
5460-av707263-5460-4c3b-8743-333592,2,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
21eb-av708867-21eb-4775-b8b6-375331,6,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
b323-av70868a-b323-4278-9bcd-594487,33,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
cc80-av70ba69-cc80-41ec-81e5-896011,7,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
bb07-av70d141-bb07-40d6-a206-712880,77,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3885-av70db28-3885-40da-a7d5-126525,5,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
a779-av707306-a779-b1c4-877b-947632,11,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1
57av-av718683-57av-413b-8723-624427,34,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
ac74-av717067-ac74-467c-9215-997225,88,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
6ad8-av716788-6ad8-4802-bd54-432573,88,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2b12-av71696b-2b12-4607-9c96-913582,3,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
db5b-av721258-db5b-4096-a052-459283,3,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
6550-av72532a-6550-4ca7-8867-618787,34,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
cba3-av72b212-cba3-4704-977c-940208,23,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0
2d79-av72bc15-2d79-4976-94dc-582895,88,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1
3729-av727c23-3729-4dd2-8001-274790,99,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
60d8-av7372a2-60d8-49b2-9047-265093,2,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
d533-av737b77-d533-4963-b756-152614,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
7639-av7360d6-7639-4ab9-a630-437038,65,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
c775-av7420a7-c775-47c2-b77a-168875,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
ab25-av742556-ab25-498d-8b13-540748,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
8797-av74381e-8797-4981-8796-618472,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
b873-av7b1a76-b873-4149-b437-702420,54,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
498c-av74656b-498c-4587-9ba8-923345,34,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
9623-av747a68-9623-45c4-a172-289408,54,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
b653-av748796-b653-4072-b1cd-859458,3,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
5d85-av74a8b3-5d85-4872-b709-574231,3,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
69b8-av74b91e-69b8-4902-9cc7-95478,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
7bc2-av752938-7bc2-43aa-8181-626358,53,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
8465-av753567-8465-4773-ab1e-512493,2,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0
7228-av758296-7228-4ab4-8527-85913,43,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0
bcc6-av7591dd-bcc6-4647-ad64-825694,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
bca2-av75d7d8-bca2-41c7-905b-621246,88,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
7305-av760bc7-7305-4591-9928-705340,54,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
d7c8-av7620d2-d7c8-b19b-99da-372879,2,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0
6840-av763691-6840-4c7a-aa3c-989609,2,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0
7780-av763773-7780-4b26-b533-921631,99,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
3846-av768117-3846-41e6-a685-755803,76,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
dca8-av7av919-dca8-4a5d-b385-728992,134,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
b3b6-av71ed18-b3b6-4613-8882-426404,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0678-av774209-0678-4767-9a53-706720,98,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
941e-av775d12-941e-46bd-a1b2-172500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68c7-av779796-68c7-4821-978d-405858,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0755-av77ac64-0755-4616-b888-697004,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76bb-av77b951-76bb-46a7-b2b7-619826,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
c806-av77c303-c806-b14c-8ada-340109,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51e7-av7767ca-51e7-4179-b9d5-2641,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64b1-av77av4d-64b1-437a-b471-78601,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
297b-av780d67-297b-421c-8968-839881,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1e1-av7831a6-b1e1-40d1-a526-128992,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
756a-av78831d-756a-454d-9127-467260,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7530-av78d32a-7530-435a-9d22-993878,22,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
2c26-av787b4a-2c26-4854-a725-158746,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3259-av786bbd-3259-47b4-b9cd-644992,65,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
8d0a-av790779-8d0a-428a-971d-778263,66,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1
8676-av795676-8676-4060-87b2-215856,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
c8c6-av797309-c8c6-4c75-a56a-148941,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1753-av79b71e-1753-4385-9dd8-487505,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
25c7-av79d526-25c7-45ca-ad76-644035,55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7675-av7a091e-7675-422c-9486-59779,2,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
c308-av7a0ca2-c308-4931-9a22-680670,4,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
c178-av7a30ba-c178-4692-b015-949153,55,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0
7871-av7a747b-7871-4780-b469-471795,33,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
71a7-av7a74d5-71a7-4381-a53d-357697,2,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0
1e40-av7a8a76-1e40-4115-a518-406532,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
3bcb-av7a9206-3bcb-b15b-b07b-779833,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
d631-av7aab3b-d631-451e-ab41-303933,2,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0
3c30-av7aab78-3c30-4716-8877-579042,2,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
c673-av7aa7cd-c673-4728-9546-665252,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
07b4-av7ab5b8-07b4-4284-8961-956774,66,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
a706-av7a653a-a706-46bc-b262-162924,2,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1
cb12-av7b1761-cb12-4c73-8862-819848,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5bd9-av7b2749-5bd9-46d3-9915-46356,2,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
7b94-av7b3367-7b94-b194-9137-544997,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4600-av7b3869-4600-4b69-bbab-613032,2,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
bc57-av7b6777-bc57-4774-87c3-521796,4,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
95b5-av7b918b-95b5-b163-a527-195828,55,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
6a4a-av7c0b96-6a4a-4211-a050-646551,33,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
068c-av7c4aav-068c-49d1-bdda-447535,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
